OBJECTID;ID_ELEM;ID_PERC;ORIG;NOME;COD_ENTE;STATO;TIPO_ELE;SEDE;ID_SEDE;FITTIZIO;C_LARGH;C_TF;FLG_ST;NODO_INI;NODO_FIN;VISIBILE;PERCORSOAM;CLAS_AMM;ISTAT_ENTE;PERIMETRO;ORIG_FID
258411.000000;01913550190360;000000027131;2.00000000000;VIA FELTRINA;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0191355;0190360;1.00000000000;SR 348 FELTRINA (BL);2.00000000000;025021;87.73;9393
258412.000000;02079870212587;000000182664;2.00000000000;ST00078574;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;22.0000000000;0E-11;0207987;0212587;1.00000000000;ST00078574;4.00000000000;025036;487.21;9394
258422.000000;02160620217420;000000047792;2.00000000000;VIA MARCONI;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0216062;0217420;1.00000000000;VIA MARCONI;4.00000000000;025053;47.07;8620
258423.000000;01892870188402;000000186029;2.00000000000;VIA BELLUNO;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0189287;0188402;1.00000000000;SS 50 DEL GRAPPA E DEL PASSO ROLLE (BL);1.00000000000;025053;98.91;8621
258424.000000;02174210216517;000000047867;2.00000000000;VIA CORDEVOLE;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0217421;0216517;1.00000000000;VIA CORDEVOLE;4.00000000000;025053;17.75;8622
258425.000000;02165170215644;000000047102;2.00000000000;VIA AGORDINA TRAVERSA;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0216517;0215644;1.00000000000;SR 203 AGORDINA (BL);2.00000000000;025053;153.04;8623
258426.000000;01913110217422;000000047863;2.00000000000;VIA MELI;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0191311;0217422;1.00000000000;VIA MELI;4.00000000000;025053;137.91;8624
258427.000000;02160620213263;000000047791;2.00000000000;VIA DELLE FONTANE;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0216062;0213263;1.00000000000;VIA DELLE FONTANE;4.00000000000;025053;175.13;8625
258428.000000;02165170217423;000000047811;2.00000000000;VIA G. SEGAT;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0216517;0217423;1.00000000000;VIA G. SEGAT;4.00000000000;025053;106.88;8626
258429.000000;02174230216062;000000047811;2.00000000000;VIA G. SEGAT;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0217423;0216062;1.00000000000;VIA G. SEGAT;4.00000000000;025053;93.09;8627
258430.000000;02174230216513;000000047805;2.00000000000;VIA FORNACI;4.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;2.00000000000;31.0000000000;0E-11;0217423;0216513;1.00000000000;VIA FORNACI;4.00000000000;025053;24.70;8628
